index,alpha,scenario,class_index,activity_id,activity_name,method,class_f1_mean,class_f1_std,class_f1_median,method_label,rank_within_condition_activity
274,0.1,signflip_mu0p2,9,16,Vacuum cleaning,random_trimmed_mean,0.2997130224751108,0.28146531544595116,0.3258242682516541,Random Trimmed Mean,3.0
275,0.1,signflip_mu0p2,9,16,Vacuum cleaning,tea_fl,0.34735193527396724,0.33814409198879297,0.35595593726661684,TEA-FL,1.0
276,0.1,signflip_mu0p2,10,17,Ironing,arl_fl,0.48299682594676996,0.31375800584181474,0.6246760196854111,ARL-FL,2.0
277,0.1,signflip_mu0p2,10,17,Ironing,fedavg,0.09738889768194962,0.1303537734739563,0.0,FedAvg,6.0
278,0.1,signflip_mu0p2,10,17,Ironing,fedle_adapted,0.12978225291122844,0.22018107410554713,0.0,FedLE-adapted,4.0
279,0.1,signflip_mu0p2,10,17,Ironing,fedprox,0.10611757957986837,0.14218656928862525,0.0,FedProx,5.0
280,0.1,signflip_mu0p2,10,17,Ironing,random_trimmed_mean,0.2306910324503307,0.35920347028196636,0.010678690080683399,Random Trimmed Mean,3.0
281,0.1,signflip_mu0p2,10,17,Ironing,tea_fl,0.528722069879904,0.33189748045857154,0.7231994415889333,TEA-FL,1.0
282,0.1,signflip_mu0p2,11,24,Rope jumping,arl_fl,0.02843601895734597,0.08992258749293969,0.0,ARL-FL,2.0
283,0.1,signflip_mu0p2,11,24,Rope jumping,fedavg,0.01896733403582718,0.05997997669444765,0.0,FedAvg,4.0
284,0.1,signflip_mu0p2,11,24,Rope jumping,fedle_adapted,0.0,0.0,0.0,FedLE-adapted,6.0
285,0.1,signflip_mu0p2,11,24,Rope jumping,fedprox,0.01924324324324324,0.06085247821729421,0.0,FedProx,3.0
286,0.1,signflip_mu0p2,11,24,Rope jumping,random_trimmed_mean,0.01123595505617977,0.03553120966481323,0.0,Random Trimmed Mean,5.0
287,0.1,signflip_mu0p2,11,24,Rope jumping,tea_fl,0.1032113013510834,0.22778473175851427,0.0,TEA-FL,1.0
288,0.1,signflip_mu0p4,0,1,Lying,arl_fl,0.016403785488958992,0.051873324393929256,0.0,ARL-FL,5.0
